,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
16,42.1227916876475,3.122676621088506,0.09448957443237305,0.001419751749895785,0.4,0.15,5,340,0.4,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 340, 'subsample': 0.4}",0.9188665536449504,0.9215116279069767,0.9239341085271318,0.9214374300263529,0.0020694857839725664,494
17,46.650597969690956,5.708426132202346,0.08662621180216472,0.01276749582921328,0.4,0.15,5,340,0.5,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 340, 'subsample': 0.5}",0.9183821748607411,0.9210271317829457,0.9280523255813954,0.922487210741694,0.004080590371043326,397
18,59.689565340677895,0.403513772552462,0.09127219518025716,0.002502038393800931,0.4,0.15,5,340,0.6,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 340, 'subsample': 0.6}",0.9205618793896827,0.9263565891472868,0.9290213178294574,0.9253132621221423,0.0035314702452974756,100
19,59.194625536600746,1.066055905111199,0.09047547976175944,0.0031111903486073745,0.4,0.15,5,340,0.7,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 340, 'subsample': 0.7}",0.9232259627028336,0.9229651162790697,0.9270833333333334,0.924424804105079,0.0018828778429680496,200
20,40.708688179651894,3.9023032409037204,0.0800473690032959,0.0006355123441026029,0.4,0.15,6,260,0.4,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 260, 'subsample': 0.4}",0.9200775006054734,0.9176356589147286,0.9246608527131783,0.9207913374111268,0.0029121022435430856,547
21,45.65928832689921,5.141209748996629,0.07566102345784505,0.012764456367414849,0.4,0.15,6,260,0.5,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 260, 'subsample': 0.5}",0.9178977960765319,0.9195736434108527,0.9268410852713178,0.9214375082529008,0.003881674854789786,492
22,42.956326405207314,8.279231110396335,0.06934189796447754,0.00953431909469666,0.4,0.15,6,260,0.6,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 260, 'subsample': 0.6}",0.9261322354080891,0.9244186046511628,0.9299903100775194,0.9268470500455904,0.002330120928766384,25
23,57.76946107546488,0.32369158972235285,0.08103211720784505,0.001410174587460882,0.4,0.15,6,260,0.7,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 260, 'subsample': 0.7}",0.9278275611528215,0.9263565891472868,0.9312015503875969,0.9284619002292351,0.0020281686160878686,8
24,44.9088773727417,2.229239117521529,0.08847467104593913,0.0017620571764845857,0.4,0.15,6,280,0.4,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 280, 'subsample': 0.4}",0.9188665536449504,0.9181201550387597,0.9278100775193798,0.9215989287343632,0.004402503427372517,479
25,52.64990051587423,0.7005625337710703,0.08915066719055176,0.0034853270415867955,0.4,0.15,6,280,0.5,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 280, 'subsample': 0.5}",0.9188665536449504,0.9219961240310077,0.9258720930232558,0.9222449235664046,0.0028654053118604547,420
26,56.87014309565226,0.8775443465829611,0.08593543370564778,0.0028299084204672907,0.4,0.15,6,280,0.6,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 280, 'subsample': 0.6}",0.9271009929765076,0.9239341085271318,0.9297480620155039,0.9269277211730477,0.002376696745435313,24
27,56.047062714894615,7.747639180527463,0.08627565701802571,0.0013202779420560782,0.4,0.15,6,280,0.7,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 280, 'subsample': 0.7}",0.9280697505449261,0.9263565891472868,0.9319282945736435,0.9287848780886189,0.0023301689341238725,4
28,42.65831279754639,0.4408370203462499,0.09388415018717448,0.001676752065435653,0.4,0.15,6,300,0.4,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.4}",0.9200775006054734,0.9176356589147286,0.9263565891472868,0.921356582889163,0.003673390318368306,510
29,52.626096645991005,4.186691380308278,0.09381596247355144,0.003218363174097009,0.4,0.15,6,300,0.5,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.5}",0.9174134172923226,0.9217538759689923,0.9258720930232558,0.9216797954281902,0.003453637186615835,474
30,53.294264475504555,6.215891070330467,0.0756386121114095,0.015006147558987708,0.4,0.15,6,300,0.6,"{'colsample_bytree': 0.4, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.6}",0.9275853717607169,0.9241763565891473,0.9302325581395349,0.9273314288297997,0.0024789459539424213,20
